Ticker,Sector,SubIndustry,SectorIndex
FLNC,Utilities,Utilities - Renewable,XLU
TXNM,Utilities,Utilities - Regulated Electric,XLU
RGCO,Utilities,Utilities - Regulated Gas,XLU
OKLO,Utilities,Utilities - Regulated Electric,XLU
UTL,Utilities,Utilities - Diversified,XLU
OGS,Utilities,Utilities - Regulated Gas,XLU
OPAL,Utilities,Utilities - Regulated Gas,XLU
PCYO,Utilities,Utilities - Regulated Water,XLU
POR,Utilities,Utilities - Regulated Electric,XLU
SR,Utilities,Utilities - Regulated Gas,XLU
ORA,Utilities,Utilities - Renewable,XLU
MSEX,Utilities,Utilities - Regulated Water,XLU
NWN,Utilities,Utilities - Regulated Gas,XLU
NWE,Utilities,Utilities - Regulated Electric,XLU
